POS,PLAYER,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w,Nationality,Player Link,Team,Dots,Maid,Season
5,Imran Tahir,12,12,47.0,369,18,0,20.5,7.85,15.66,0,0,Overseas,0,Nan,94.0,0.0,2017
6,Rashid Khan,14,14,54.0,358,17,0,21.05,6.62,19.05,0,0,Overseas,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/2885/rashid-khan,Sunrisers Hyderabad,121.0,0.0,2017
7,Sandeep Sharma,13,13,48.0,398,17,0,23.41,8.29,16.94,1,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/1112/sandeep-sharma,Kings Xi Punjab,115.0,0.0,2017
8,Umesh Yadav,14,14,48.3,410,17,0,24.11,8.45,17.11,1,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/59/umesh-yadav,Kolkata Knight Riders,117.0,0.0,2017
9,Chris Woakes,13,13,44.0,386,17,0,22.7,8.77,15.52,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/967/chris-woakes,Kolkata Knight Riders,87.0,0.0,2017
10,Pawan Negi,12,12,32.1,197,16,0,12.31,6.12,12.06,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/53/pawan-negi,Royal Challengers Bangalore,80.0,0.0,2017
11,Siddarth Kaul,10,10,35.4,300,16,0,18.75,8.41,13.37,1,0,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/1086/siddarth-kaul,Sunrisers Hyderabad,65.0,0.0,2017
12,Axar Patel,14,14,48.0,362,15,0,24.13,7.54,19.2,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/1113/axar-patel,Kings Xi Punjab,82.0,0.0,2017
13,Nathan Coulter-Nile,8,8,28.2,228,15,0,15.2,8.04,11.33,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/840/nathan-coulter-nile,Kolkata Knight Riders,70.0,0.0,2017
14,Pat Cummins,12,12,46.1,373,15,0,24.86,8.07,18.46,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/488/pat-cummins,Delhi Capitals,84.0,0.0,2017
15,Yuzvendra Chahal,13,13,43.3,333,14,0,23.78,7.65,18.64,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/111/yuzvendra-chahal,Royal Challengers Bangalore,92.0,0.0,2017
16,Karn Sharma,9,9,30.4,214,13,0,16.46,6.97,14.15,1,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/1118/karn-sharma,Mumbai Indians,75.0,0.0,2017
17,Mohit Sharma,14,14,45.4,410,13,0,31.53,8.97,21.07,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/1107/mohit-sharma,Kings Xi Punjab,87.0,0.0,2017
18,Andrew Tye,6,6,21.0,141,12,0,11.75,6.71,10.5,0,1,Overseas,0,Nan,44.0,0.0,2017
19,Ben Stokes,12,12,44.0,316,12,0,26.33,7.18,22.0,0,0,Overseas,0,Nan,108.0,1.0,2017
20,Chris Morris,9,9,31.0,240,12,0,20.0,7.74,15.5,1,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/836/chris-morris,Delhi Capitals,71.0,0.0,2017
21,Kuldeep Yadav,12,11,41.0,340,12,0,28.33,8.29,20.5,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/261/kuldeep-yadav,Kolkata Knight Riders,74.0,0.0,2017
22,Dan Christian,13,13,40.0,298,11,0,27.09,7.45,21.81,0,0,Overseas,0,Nan,74.0,0.0,2017
23,Shardul Thakur,12,12,38.1,315,11,0,28.63,8.25,20.81,0,0,Indian,0,Nan,85.0,0.0,2017
24,Lasith Malinga,12,12,44.5,382,11,0,34.72,8.52,24.45,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/211/lasith-malinga,Mumbai Indians,90.0,0.0,2017
25,Basil Thampi,12,12,44.4,424,11,0,38.54,9.49,24.36,0,0,Indian,0,Nan,76.0,0.0,2017
26,Krunal Pandya,13,13,40.0,273,10,0,27.3,6.82,24.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/3183/krunal-pandya,Mumbai Indians,74.0,0.0,2017
27,Sunil Narine,16,15,59.0,412,10,0,41.2,6.98,35.4,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/203/sunil-narine,Kolkata Knight Riders,133.0,0.0,2017
28,Zaheer Khan,11,11,40.1,313,10,0,31.3,7.79,24.1,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/165/zaheer-khan,Delhi Capitals,72.0,0.0,2017
29,Amit Mishra,14,14,38.5,343,10,0,34.3,8.83,23.3,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/30/amit-mishra,Delhi Capitals,78.0,1.0,2017
30,Mohammed Siraj,6,6,23.0,212,10,0,21.2,9.21,13.8,1,0,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/3840/mohammed-siraj,Sunrisers Hyderabad,48.0,0.0,2017
31,Samuel Badree,7,7,25.0,188,9,0,20.88,7.52,16.66,1,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/590/samuel-badree,Royal Challengers Bangalore,62.0,1.0,2017
32,Washington Sundar,11,10,30.0,185,8,0,23.12,6.16,22.5,0,0,Indian,0,Nan,81.0,0.0,2017
33,Harbhajan Singh,11,11,41.0,266,8,0,33.25,6.48,30.75,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/103/harbhajan-singh,Mumbai Indians,96.0,0.0,2017
34,Ashish Nehra,6,6,21.1,197,8,0,24.62,9.3,15.87,0,0,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/115/ashish-nehra,Sunrisers Hyderabad,47.0,0.0,2017
35,Glenn Maxwell,14,8,19.0,125,7,0,17.85,6.57,16.28,0,0,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/282/glenn-maxwell,Kings Xi Punjab,38.0,0.0,2017
36,Mitchell Johnson,5,5,20.0,141,7,0,20.14,7.05,17.14,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/213/mitchell-johnson,Mumbai Indians,55.0,1.0,2017
37,Varun Aaron,6,6,20.0,163,7,0,23.28,8.15,17.14,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/61/varun-aaron,Kings Xi Punjab,51.0,0.0,2017
38,Adam Zampa,6,6,19.5,163,7,0,23.28,8.21,17.0,0,0,Overseas,0,Nan,38.0,0.0,2017
39,Shahbaz Nadeem,7,7,17.5,119,6,0,19.83,6.67,17.83,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/57/shahbaz-nadeem,Delhi Capitals,47.0,0.0,2017
40,Hardik Pandya,17,13,26.0,213,6,0,35.5,8.19,26.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/2740/hardik-pandya,Mumbai Indians,45.0,0.0,2017
41,Kagiso Rabada,6,6,21.2,188,6,0,31.33,8.81,21.33,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/1664/kagiso-rabada,Delhi Capitals,48.0,0.0,2017
42,Piyush Chawla,6,6,20.0,179,6,0,29.83,8.95,20.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/76/piyush-chawla,Kolkata Knight Riders,36.0,0.0,2017
43,Praveen Kumar,6,6,16.3,151,6,0,25.16,9.15,16.5,0,0,Indian,0,Nan,40.0,0.0,2017
44,James Faulkner,8,8,26.2,258,6,0,43.0,9.79,26.33,0,0,Overseas,0,Nan,34.0,0.0,2017
45,Aniket Choudhary,5,5,16.5,144,5,0,28.8,8.55,20.2,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/1111/aniket-choudhary,Royal Challengers Bangalore,42.0,2.0,2017
46,Tymal Mills,5,5,17.5,153,5,0,30.6,8.57,21.4,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/3319/tymal-mills,Royal Challengers Bangalore,41.0,0.0,2017
47,Sreenath Aravind,10,10,30.3,275,5,0,55.0,9.01,36.6,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/162/sreenath-aravind,Royal Challengers Bangalore,58.0,0.0,2017
48,Trent Boult,6,6,23.5,216,5,0,43.2,9.06,28.6,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/969/trent-boult,Kolkata Knight Riders,53.0,0.0,2017
49,Shane Watson,8,8,26.5,245,5,0,49.0,9.13,32.2,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/227/shane-watson,Royal Challengers Bangalore,47.0,0.0,2017
50,Ravindra Jadeja,12,12,38.0,349,5,0,69.8,9.18,45.6,0,0,Indian,0,Nan,57.0,0.0,2017
51,Mohammad Shami,8,8,26.0,243,5,0,48.6,9.34,31.2,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/94/mohammad-shami,Delhi Capitals,55.0,0.0,2017
52,Pradeep Sangwan,5,5,18.0,181,5,0,36.2,10.05,21.6,0,0,Indian,0,Nan,44.0,0.0,2017
53,Ankit Rajpoot,5,5,14.0,107,4,0,26.75,7.64,21.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/1106/ankit-rajpoot,Kolkata Knight Riders,27.0,0.0,2017
54,Stuart Binny,8,4,6.0,50,4,0,12.5,8.33,9.0,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/148/stuart-binny,Royal Challengers Bangalore,9.0,0.0,2017
55,Colin de Grandhomme,12,9,16.0,135,4,0,33.75,8.43,24.0,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/820/colin-de-grandhomme,Kolkata Knight Riders,33.0,0.0,2017
56,KC Cariappa,4,4,15.0,127,4,0,31.75,8.46,22.5,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/2743/kc-cariappa,Kings Xi Punjab,22.0,0.0,2017
57,Rahul Tewatia,3,3,9.0,49,3,0,16.33,5.44,18.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/1749/rahul-tewatia,Kings Xi Punjab,23.0,0.0,2017
58,Lockie Ferguson,4,4,13.0,93,3,0,31.0,7.15,26.0,0,0,Overseas,0,Nan,40.0,1.0,2017
59,Bipul Sharma,7,7,16.2,129,3,0,43.0,7.89,32.66,0,0,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/69/bipul-sharma,Sunrisers Hyderabad,28.0,0.0,2017
60,Dhawal Kulkarni,6,6,18.5,173,3,0,57.66,9.18,37.66,0,0,Indian,0,Nan,35.0,0.0,2017
61,Adam Milne,4,4,14.0,134,3,0,44.66,9.57,28.0,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/434/adam-milne,Royal Challengers Bangalore,25.0,0.0,2017
62,Tim Southee,3,3,10.0,96,3,0,32.0,9.6,20.0,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/307/tim-southee,Mumbai Indians,21.0,1.0,2017
63,Corey Anderson,11,8,18.5,186,3,0,62.0,9.87,37.66,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/968/corey-anderson,Delhi Capitals,20.0,0.0,2017
64,Harshal Patel,1,1,4.0,43,3,0,14.33,10.75,8.0,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/157/harshal-patel,Royal Challengers Bangalore,8.0,0.0,2017
65,Mohammad Nabi,3,3,11.0,58,2,0,29.0,5.27,33.0,0,0,Overseas,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/618/mohammad-nabi,Sunrisers Hyderabad,34.0,0.0,2017
66,Rajat Bhatia,3,3,7.0,55,2,0,27.5,7.85,21.0,0,0,Indian,0,Nan,9.0,0.0,2017
67,Ankit Soni,7,6,18.1,144,2,0,72.0,7.92,54.5,0,0,Indian,0,Nan,37.0,0.0,2017
68,Rahul Chahar,3,2,7.0,58,2,0,29.0,8.28,21.0,0,0,Indian,0,Nan,16.0,0.0,2017
69,Billy Stanlake,2,2,8.0,70,2,0,35.0,8.75,24.0,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/1521/billy-stanlake,Royal Challengers Bangalore,17.0,0.0,2017
70,T Natarajan,6,6,12.4,115,2,0,57.5,9.07,38.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/3831/t-natarajan,Kings Xi Punjab,24.0,0.0,2017
71,Travis Head,7,5,8.0,81,2,0,40.5,10.12,24.0,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/1020/travis-head,Royal Challengers Bangalore,7.0,0.0,2017
72,Vinay Kumar,1,1,3.0,31,2,0,15.5,10.33,9.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/166/vinay-kumar,Mumbai Indians,6.0,0.0,2017
73,Marcus Stoinis,5,5,10.3,110,2,0,55.0,10.47,31.5,0,0,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/964/marcus-stoinis,Kings Xi Punjab,10.0,0.0,2017
74,Deepak Hooda,10,3,4.0,42,2,0,21.0,10.5,12.0,0,0,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/1556/deepak-hooda,Sunrisers Hyderabad,7.0,0.0,2017
75,Iqbal Abdulla,2,2,5.0,55,2,0,27.5,11.0,15.0,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/85/iqbal-abdulla,Royal Challengers Bangalore,6.0,0.0,2017
76,Dwayne Smith,12,9,13.0,148,2,0,74.0,11.38,39.0,0,0,Overseas,0,Nan,17.0,0.0,2017
77,Nathu Singh,2,2,4.0,15,1,0,15.0,3.75,24.0,0,0,Indian,0,Nan,13.0,0.0,2017
78,Avesh Khan,1,1,4.0,23,1,0,23.0,5.75,24.0,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/1561/avesh-khan,Royal Challengers Bangalore,11.0,0.0,2017
79,Munaf Patel,2,2,7.0,57,1,0,57.0,8.14,42.0,0,0,Indian,0,Nan,10.0,0.0,2017
80,Suresh Raina,14,6,12.0,102,1,0,102.0,8.5,72.0,0,0,Indian,0,Nan,20.0,0.0,2017
81,Swapnil Singh,4,4,7.0,61,1,0,61.0,8.71,42.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/3180/swapnil-singh,Kings Xi Punjab,7.0,0.0,2017
82,Chris Jordan,1,1,1.0,9,1,0,9.0,9.0,6.0,0,0,Overseas,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/1299/chris-jordan,Sunrisers Hyderabad,0.0,0.0,2017
83,Ben Cutting,4,4,12.4,123,1,0,123.0,9.71,76.0,0,0,Overseas,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/913/ben-cutting,Sunrisers Hyderabad,20.0,0.0,2017
84,Yusuf Pathan,15,4,4.0,41,1,0,41.0,10.25,24.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/96/yusuf-pathan,Kolkata Knight Riders,8.0,0.0,2017
85,Moises Henriques,12,12,24.0,248,1,0,248.0,10.33,144.0,0,0,Overseas,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/388/moises-henriques,Sunrisers Hyderabad,27.0,0.0,2017
