POS,PLAYER,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w,Nationality,Player Link,Team,Dots,Maid,Season
44,Scott Styris,2,2,8.0,64,5,0,12.8,8.0,9.6,0,0,Overseas,0,Nan,21.0,0.0,2009
45,Jacob Oram,11,7,15.3,133,5,0,26.6,8.58,18.6,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/293/jacob-oram,Chennai Super Kings,29.0,0.0,2009
46,Shoaib Ahmed,7,7,17.0,152,5,0,30.4,8.94,20.4,0,0,Indian,0,Nan,35.0,0.0,2009
47,Manpreet Gony,7,7,17.0,172,5,0,34.4,10.11,20.4,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/40/manpreet-gony,Chennai Super Kings,36.0,0.0,2009
48,JP Duminy,13,6,17.3,93,4,0,23.25,5.31,26.25,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/182/jp-duminy,Mumbai Indians,44.0,0.0,2009
49,Murali Kartik,10,10,34.0,201,4,0,50.25,5.91,51.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/125/murali-kartik,Kolkata Knight Riders,77.0,0.0,2009
50,Kevin Pietersen,6,4,13.0,85,4,0,21.25,6.53,19.5,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/172/kevin-pietersen,Royal Challengers Bangalore,26.0,0.0,2009
51,Abhishek Nayar,13,4,12.0,84,4,0,21.0,7.0,18.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/66/abhishek-nayar,Mumbai Indians,27.0,0.0,2009
52,Balachandra Akhil,6,5,11.0,80,4,0,20.0,7.27,16.5,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/300/balachandra-akhil,Royal Challengers Bangalore,19.0,0.0,2009
53,Dillon du Preez,2,2,7.0,56,4,0,14.0,8.0,10.5,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/380/dillon-du-preez,Royal Challengers Bangalore,18.0,1.0,2009
54,Ashok Dinda,9,8,24.0,193,4,0,48.25,8.04,36.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/48/ashok-dinda,Kolkata Knight Riders,67.0,0.0,2009
55,Venugopal Rao,16,6,15.0,122,4,0,30.5,8.13,22.5,0,0,Indian,0,Nan,28.0,0.0,2009
56,Chaminda Vaas,2,2,8.0,71,4,0,17.75,8.87,12.0,0,0,Overseas,0,Nan,24.0,0.0,2009
57,Charl Langeveldt,1,1,4.0,15,3,0,5.0,3.75,8.0,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/235/charl-langeveldt,Kolkata Knight Riders,16.0,0.0,2009
58,Johan Botha,3,3,12.0,74,3,0,24.66,6.16,24.0,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/224/johan-botha,Rajasthan Royals,30.0,0.0,2009
59,Jesse Ryder,5,5,17.0,115,3,0,38.33,6.76,34.0,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/220/jesse-ryder,Royal Challengers Bangalore,40.0,0.0,2009
60,Wilkin Mota,8,5,9.0,61,3,0,20.33,6.77,18.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/328/wilkin-mota,Kings Xi Punjab,21.0,0.0,2009
61,Laxmi Ratan Shukla,9,5,14.0,100,3,0,33.33,7.14,28.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/88/laxmi-ratan-shukla,Kolkata Knight Riders,38.0,0.0,2009
62,Shane Harwood,3,3,10.0,73,3,0,24.33,7.3,20.0,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/376/shane-harwood,Rajasthan Royals,34.0,0.0,2009
63,Ajantha Mendis,4,4,16.0,117,3,0,39.0,7.31,32.0,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/358/ajantha-mendis,Kolkata Knight Riders,26.0,0.0,2009
64,Thilan Thushara,2,2,8.0,60,3,0,20.0,7.5,16.0,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/393/thilan-thushara,Chennai Super Kings,19.0,0.0,2009
65,Harmeet Singh Bansal,7,7,22.5,192,3,0,64.0,8.4,45.66,0,0,Indian,0,Nan,46.0,0.0,2009
66,Ravichandran Ashwin,2,1,4.0,13,2,0,6.5,3.25,12.0,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/8/ravichandran-ashwin,Chennai Super Kings,11.0,0.0,2009
67,Dale Steyn,3,3,9.0,62,2,0,31.0,6.88,27.0,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/180/dale-steyn,Royal Challengers Bangalore,27.0,0.0,2009
68,Chetanya Nanda,3,3,8.0,57,2,0,28.5,7.12,24.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/384/chetanya-nanda,Mumbai Indians,13.0,0.0,2009
69,KP Appanna,5,5,12.0,87,2,0,43.5,7.25,36.0,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/279/kp-appanna,Royal Challengers Bangalore,18.0,0.0,2009
70,Sourav Ganguly,13,6,12.0,97,2,0,48.5,8.08,36.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/130/sourav-ganguly,Kolkata Knight Riders,17.0,0.0,2009
71,Joginder Sharma,4,4,7.0,57,2,0,28.5,8.14,21.0,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/5/joginder-sharma,Chennai Super Kings,9.0,0.0,2009
72,Vikramjeet Malik,5,5,12.0,98,2,0,49.0,8.16,36.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/82/vikramjeet-malik,Kings Xi Punjab,28.0,0.0,2009
73,Moises Henriques,4,4,12.1,107,2,0,53.5,8.79,36.5,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/388/moises-henriques,Kolkata Knight Riders,24.0,0.0,2009
74,Pankaj Singh,3,3,7.0,65,2,0,32.5,9.28,21.0,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/144/pankaj-singh,Royal Challengers Bangalore,12.0,0.0,2009
75,Anureet Singh,3,2,5.0,47,2,0,23.5,9.4,15.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/412/anureet-singh,Kolkata Knight Riders,16.0,0.0,2009
76,Andrew Flintoff,3,3,11.0,105,2,0,52.5,9.54,33.0,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/392/andrew-flintoff,Chennai Super Kings,20.0,0.0,2009
77,Ajinkya Rahane,8,1,1.0,5,1,0,5.0,5.0,6.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/135/ajinkya-rahane,Mumbai Indians,2.0,0.0,2009
78,Lee Carseldine,5,1,1.0,6,1,0,6.0,6.0,6.0,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/377/lee-carseldine,Rajasthan Royals,4.0,0.0,2009
79,Tyron Henderson,2,2,6.0,40,1,0,40.0,6.66,36.0,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/375/tyron-henderson,Rajasthan Royals,14.0,0.0,2009
80,Graham Napier,1,1,4.0,27,1,0,27.0,6.75,24.0,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/385/graham-napier,Mumbai Indians,8.0,0.0,2009
81,Chris Gayle,7,7,18.5,144,1,0,144.0,7.64,113.0,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/236/chris-gayle,Kolkata Knight Riders,32.0,0.0,2009
82,Dwayne Smith,8,8,14.0,124,1,0,124.0,8.85,84.0,0,0,Overseas,0,Nan,30.0,0.0,2009
83,Vikram Singh,5,4,9.0,82,1,0,82.0,9.11,54.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/324/vikram-singh,Kings Xi Punjab,16.0,0.0,2009
84,Rohan Raje,4,4,6.5,72,1,0,72.0,10.53,41.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/340/rohan-raje,Mumbai Indians,11.0,0.0,2009
85,Ravi Bopara,5,2,1.2,5,0,0,0.0,3.75,0.0,0,0,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/374/ravi-bopara,Kings Xi Punjab,3.0,0.0,2009
86,Morne Morkel,2,2,7.0,40,0,0,0.0,5.71,0.0,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/169/morne-morkel,Rajasthan Royals,20.0,0.0,2009
87,Karan Goel,9,4,8.0,61,0,0,0.0,7.62,0.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/322/karan-goel,Kings Xi Punjab,16.0,0.0,2009
88,Virat Kohli,16,3,6.0,46,0,0,0.0,7.66,0.0,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/164/virat-kohli,Royal Challengers Bangalore,10.0,0.0,2009
89,David Hussey,4,3,4.0,34,0,0,0.0,8.5,0.0,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/186/david-hussey,Kolkata Knight Riders,7.0,0.0,2009
90,Abhishek Raut,9,4,4.0,36,0,0,0.0,9.0,0.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/133/abhishek-raut,Rajasthan Royals,4.0,0.0,2009
91,Sachin Tendulkar,13,4,6.0,58,0,0,0.0,9.66,0.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/97/sachin-tendulkar,Mumbai Indians,4.0,0.0,2009
92,Abhimanyu Mithun,1,1,4.0,42,0,0,0.0,10.5,0.0,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/151/abhimanyu-mithun,Royal Challengers Bangalore,7.0,0.0,2009
93,Jaskaran Singh,2,1,3.0,32,0,0,0.0,10.66,0.0,0,0,Indian,0,Nan,8.0,0.0,2009
94,Rahil Shaikh,1,1,1.0,11,0,0,0.0,11.0,0.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/382/rahil-shaikh,Mumbai Indians,1.0,0.0,2009
95,Ranadeb Bose,1,1,2.0,24,0,0,0.0,12.0,0.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/373/ranadeb-bose,Kings Xi Punjab,5.0,0.0,2009
96,Ross Taylor,11,1,1.0,13,0,0,0.0,13.0,0.0,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/226/ross-taylor,Royal Challengers Bangalore,0.0,0.0,2009
97,Angelo Mathews,1,1,2.2,31,0,0,0.0,13.28,0.0,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/217/angelo-mathews,Kolkata Knight Riders,2.0,0.0,2009
98,Mashrafe Mortaza,1,1,4.0,58,0,0,0.0,14.5,0.0,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/391/mashrafe-mortaza,Kolkata Knight Riders,6.0,0.0,2009
1,Sohail Tanvir,11,11,41.1,266,22,0,12.09,6.46,11.22,1,1,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/321/sohail-tanvir,Rajasthan Royals,122.0,0.0,2008
2,Shane Warne,15,15,52.0,404,19,0,21.26,7.76,16.42,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/292/shane-warne,Rajasthan Royals,108.0,1.0,2008
3,Shanthakumaran Sreesanth,15,15,51.1,442,19,0,23.26,8.63,16.15,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/150/shanthakumaran-sreesanth,Kings Xi Punjab,133.0,0.0,2008
4,Shane Watson,15,15,54.1,383,17,0,22.52,7.07,19.11,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/227/shane-watson,Rajasthan Royals,158.0,0.0,2008
5,Manpreet Gony,16,16,60.0,443,17,0,26.05,7.38,21.17,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/40/manpreet-gony,Chennai Super Kings,156.0,3.0,2008
6,Piyush Chawla,15,15,46.5,389,17,0,22.88,8.3,16.52,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/76/piyush-chawla,Kings Xi Punjab,112.0,0.0,2008
7,Albie Morkel,13,13,48.0,399,17,0,23.47,8.31,16.94,1,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/26/albie-morkel,Chennai Super Kings,100.0,0.0,2008
8,Yo Mahesh,11,11,42.1,370,16,0,23.12,8.77,15.81,1,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/15/yo-mahesh,Delhi Capitals,94.0,0.0,2008
9,Irfan Pathan,14,14,53.0,350,15,0,23.33,6.6,21.2,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/49/irfan-pathan,Kings Xi Punjab,153.0,2.0,2008
10,MF Maharoof,10,10,36.0,249,15,0,16.6,6.91,14.4,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/311/mf-maharoof,Delhi Capitals,84.0,0.0,2008
11,RP Singh,14,14,51.2,442,15,0,29.46,8.61,20.53,0,0,Indian,0,Nan,122.0,1.0,2008
12,Munaf Patel,15,15,55.0,420,14,0,30.0,7.63,23.57,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/104/munaf-patel,Rajasthan Royals,141.0,1.0,2008
13,Siddharth Trivedi,15,15,48.0,399,13,0,30.69,8.31,22.15,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/147/siddharth-trivedi,Rajasthan Royals,104.0,0.0,2008
14,Zaheer Khan,11,11,42.0,357,13,0,27.46,8.5,19.38,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/165/zaheer-khan,Royal Challengers Bangalore,100.0,0.0,2008
15,Glenn McGrath,14,14,54.0,357,12,0,29.75,6.61,27.0,1,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/310/glenn-mcgrath,Delhi Capitals,154.0,2.0,2008
16,Ashish Nehra,14,14,44.5,348,12,0,29.0,7.76,22.41,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/115/ashish-nehra,Mumbai Indians,121.0,0.0,2008
17,Umar Gul,6,6,22.3,184,12,0,15.33,8.17,11.25,1,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/359/umar-gul,Kolkata Knight Riders,51.0,1.0,2008
18,Shaun Pollock,13,13,46.0,301,11,0,27.36,6.54,25.09,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/347/shaun-pollock,Mumbai Indians,131.0,1.0,2008
19,Muttiah Muralitharan,15,15,58.0,404,11,0,36.72,6.96,31.63,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/241/muttiah-muralitharan,Chennai Super Kings,127.0,0.0,2008
20,Amit Mishra,6,6,19.5,142,11,0,12.9,7.15,10.81,0,1,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/30/amit-mishra,Delhi Capitals,41.0,0.0,2008
21,Pragyan Ojha,13,12,37.0,284,11,0,25.81,7.67,20.18,0,0,Indian,0,Nan,71.0,0.0,2008
22,Dhawal Kulkarni,10,10,29.3,236,11,0,21.45,8.0,16.09,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/101/dhawal-kulkarni,Mumbai Indians,77.0,0.0,2008
23,Dwayne Bravo,9,9,28.3,232,11,0,21.09,8.14,15.54,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/25/dwayne-bravo,Mumbai Indians,66.0,1.0,2008
24,Praveen Kumar,13,13,44.4,366,11,0,33.27,8.19,24.36,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/77/praveen-kumar,Royal Challengers Bangalore,109.0,1.0,2008
25,Lakshmipathy Balaji,9,9,33.0,286,11,0,26.0,8.66,18.0,0,1,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/87/lakshmipathy-balaji,Chennai Super Kings,60.0,0.0,2008
26,Vikram Singh,13,13,48.0,420,11,0,38.18,8.75,26.18,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/324/vikram-singh,Kings Xi Punjab,95.0,0.0,2008
27,Dale Steyn,10,10,38.0,252,10,0,25.2,6.63,22.8,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/180/dale-steyn,Royal Challengers Bangalore,116.0,0.0,2008
28,Dilhara Fernando,5,5,20.0,160,10,0,16.0,8.0,12.0,1,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/345/dilhara-fernando,Mumbai Indians,51.0,0.0,2008
29,Shahid Afridi,10,10,30.0,225,9,0,25.0,7.5,20.0,0,0,Overseas,0,Nan,57.0,0.0,2008
30,Ashok Dinda,13,12,38.0,258,8,0,32.25,6.78,28.5,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/48/ashok-dinda,Kolkata Knight Riders,112.0,0.0,2008
31,Ishant Sharma,13,13,43.1,331,8,0,41.37,7.66,32.37,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/38/ishant-sharma,Kolkata Knight Riders,114.0,1.0,2008
32,Ajit Agarkar,9,9,26.0,207,8,0,25.87,7.96,19.5,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/47/ajit-agarkar,Kolkata Knight Riders,66.0,0.0,2008
33,Yusuf Pathan,16,13,28.1,230,8,0,28.75,8.16,21.12,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/96/yusuf-pathan,Rajasthan Royals,60.0,0.0,2008
34,Mohammad Asif,8,8,32.0,296,8,0,37.0,9.25,24.0,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/312/mohammad-asif,Delhi Capitals,64.0,0.0,2008
35,Joginder Sharma,8,7,24.4,239,8,0,29.87,9.68,18.5,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/5/joginder-sharma,Chennai Super Kings,43.0,0.0,2008
36,Makhaya Ntini,9,9,35.0,242,7,0,34.57,6.91,30.0,1,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/351/makhaya-ntini,Chennai Super Kings,99.0,2.0,2008
37,Anil Kumble,10,10,38.2,304,7,0,43.42,7.93,32.85,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/331/anil-kumble,Royal Challengers Bangalore,85.0,0.0,2008
38,James Hopes,11,11,28.0,276,7,0,39.42,9.85,24.0,0,0,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/171/james-hopes,Kings Xi Punjab,54.0,0.0,2008
39,Palani Amarnath,6,6,22.0,236,7,0,33.71,10.72,18.85,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/355/palani-amarnath,Chennai Super Kings,29.0,0.0,2008
40,Sourav Ganguly,13,7,20.0,128,6,0,21.33,6.4,20.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/130/sourav-ganguly,Kolkata Knight Riders,46.0,0.0,2008
41,Rajat Bhatia,9,9,22.0,183,6,0,30.5,8.31,22.0,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/92/rajat-bhatia,Delhi Capitals,48.0,0.0,2008
42,Laxmi Ratan Shukla,13,9,12.0,124,6,0,20.66,10.33,12.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/88/laxmi-ratan-shukla,Kolkata Knight Riders,18.0,0.0,2008
43,Dwayne Smith,4,4,11.0,83,5,0,16.6,7.54,13.2,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/413/dwayne-smith,Mumbai Indians,25.0,0.0,2008
44,Shoaib Akhtar,3,3,7.0,54,5,0,10.8,7.71,8.4,1,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/356/shoaib-akhtar,Kolkata Knight Riders,23.0,0.0,2008
45,Vinay Kumar,8,8,23.0,182,5,0,36.4,7.91,27.6,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/166/vinay-kumar,Royal Challengers Bangalore,59.0,0.0,2008
46,Harbhajan Singh,3,3,10.0,82,5,0,16.4,8.2,12.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/103/harbhajan-singh,Mumbai Indians,16.0,0.0,2008
47,Rohan Raje,6,6,16.2,137,5,0,27.4,8.38,19.6,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/340/rohan-raje,Mumbai Indians,29.0,0.0,2008
48,Chaminda Vaas,5,5,17.0,145,5,0,29.0,8.52,20.4,0,0,Overseas,0,Nan,41.0,0.0,2008
49,Pradeep Sangwan,7,7,24.0,215,5,0,43.0,8.95,28.8,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/91/pradeep-sangwan,Delhi Capitals,47.0,0.0,2008
50,Brett Lee,4,4,16.0,112,4,0,28.0,7.0,24.0,0,0,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/196/brett-lee,Kings Xi Punjab,45.0,0.0,2008
51,Sanath Jayasuriya,14,8,21.0,159,4,0,39.75,7.57,31.5,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/342/sanath-jayasuriya,Mumbai Indians,36.0,1.0,2008
52,Paidikalva Vijaykumar,9,9,25.2,199,4,0,49.75,7.85,38.0,0,0,Indian,0,Nan,63.0,0.0,2008
53,Sanjay Bangar,11,9,25.0,219,4,0,54.75,8.76,37.5,0,0,Indian,0,Nan,55.0,0.0,2008
54,Jacques Kallis,11,11,34.2,311,4,0,77.75,9.05,51.5,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/198/jacques-kallis,Royal Challengers Bangalore,55.0,0.0,2008
55,Dominic Thornely,6,4,7.0,40,3,0,13.33,5.71,14.0,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/344/dominic-thornely,Mumbai Indians,19.0,0.0,2008
56,Scott Styris,8,8,27.0,199,3,0,66.33,7.37,54.0,0,0,Overseas,0,Nan,61.0,0.0,2008
57,Ramesh Powar,5,5,12.0,91,3,0,30.33,7.58,24.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/83/ramesh-powar,Kings Xi Punjab,30.0,0.0,2008
58,Murali Kartik,6,5,14.4,127,3,0,42.33,8.65,29.33,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/125/murali-kartik,Kolkata Knight Riders,31.0,0.0,2008
59,Yuvraj Singh,15,6,9.0,83,3,0,27.66,9.22,18.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/113/yuvraj-singh,Kings Xi Punjab,14.0,0.0,2008
60,Jacob Oram,4,4,16.0,149,3,0,49.66,9.31,32.0,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/293/jacob-oram,Chennai Super Kings,32.0,0.0,2008
61,Gajendra Singh,4,4,14.0,141,3,0,47.0,10.07,28.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/274/gajendra-singh,Rajasthan Royals,25.0,0.0,2008
62,Virender Sehwag,14,7,11.0,133,3,0,44.33,12.09,22.0,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/45/virender-sehwag,Delhi Capitals,18.0,0.0,2008
63,Daniel Vettori,2,2,8.0,54,2,0,27.0,6.75,24.0,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/243/daniel-vettori,Delhi Capitals,16.0,0.0,2008
64,Dimitri Mascarenhas,1,1,4.0,29,2,0,14.5,7.25,12.0,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/188/dimitri-mascarenhas,Rajasthan Royals,8.0,0.0,2008
65,Balachandra Akhil,7,6,17.2,134,2,0,67.0,7.73,52.0,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/300/balachandra-akhil,Royal Challengers Bangalore,34.0,0.0,2008
66,Virat Kohli,13,4,7.4,61,2,0,30.5,7.95,23.0,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/164/virat-kohli,Royal Challengers Bangalore,7.0,0.0,2008
67,Nuwan Zoysa,3,3,11.0,99,2,0,49.5,9.0,33.0,0,0,Overseas,0,Nan,24.0,0.0,2008
68,Venugopal Rao,11,7,14.0,137,2,0,68.5,9.78,42.0,0,0,Indian,0,Nan,22.0,0.0,2008
69,Siddharth Chitnis,3,2,6.0,60,2,0,30.0,10.0,18.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/80/siddharth-chitnis,Mumbai Indians,10.0,0.0,2008
70,Shoaib Malik,7,5,8.3,85,2,0,42.5,10.0,25.5,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/314/shoaib-malik,Delhi Capitals,15.0,0.0,2008
71,David Hussey,13,5,13.0,130,2,0,65.0,10.0,39.0,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/186/david-hussey,Kolkata Knight Riders,24.0,0.0,2008
72,Musavir Khote,4,2,5.0,51,2,0,25.5,10.2,15.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/348/musavir-khote,Mumbai Indians,5.0,0.0,2008
73,Doddapaneni Kalyankrishna,3,3,8.0,87,2,0,43.5,10.87,24.0,0,0,Indian,0,Nan,10.0,0.0,2008
74,Tillakaratne Dilshan,7,1,1.0,3,1,0,3.0,3.0,6.0,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/240/tillakaratne-dilshan,Delhi Capitals,3.0,0.0,2008
75,Mohammad Hafeez,8,2,5.0,24,1,0,24.0,4.8,30.0,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/441/mohammad-hafeez,Kolkata Knight Riders,15.0,0.0,2008
76,Ajantha Mendis,1,1,4.0,24,1,0,24.0,6.0,24.0,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/358/ajantha-mendis,Kolkata Knight Riders,9.0,0.0,2008
77,Rohit Sharma,13,1,4.0,25,1,0,25.0,6.25,24.0,0,0,Indian,0,Nan,6.0,0.0,2008
78,PM Sarvesh Kumar,2,2,5.0,42,1,0,42.0,8.4,30.0,0,0,Overseas,0,Nan,11.0,0.0,2008
79,Sunil Joshi,4,4,9.1,82,1,0,82.0,8.94,55.0,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/337/sunil-joshi,Royal Challengers Bangalore,18.0,0.0,2008
80,Suresh Raina,16,2,3.2,30,1,0,30.0,9.0,20.0,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/14/suresh-raina,Chennai Super Kings,4.0,0.0,2008
81,Dwaraka Ravi Teja,7,1,2.0,19,1,0,19.0,9.5,12.0,0,0,Indian,0,Nan,3.0,0.0,2008
82,Abhishek Nayar,14,5,7.0,68,1,0,68.0,9.71,42.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/66/abhishek-nayar,Mumbai Indians,14.0,0.0,2008
83,Dinesh Salunkhe,6,5,7.5,78,1,0,78.0,9.95,47.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/317/dinesh-salunkhe,Rajasthan Royals,13.0,0.0,2008
84,Ashley Noffke,1,1,4.0,40,1,0,40.0,10.0,24.0,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/335/ashley-noffke,Royal Challengers Bangalore,6.0,0.0,2008
85,Andre Nel,1,1,3.0,31,1,0,31.0,10.33,18.0,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/346/andre-nel,Mumbai Indians,7.0,0.0,2008
